flat_type,price,address,buildup_area,which_floor,furnishing,bedrooms,balcony
2 BHK Flat,2.5,Borivali West,1200,lower,Semi Furnished,2.0,1.0
2 BHK Flat,3.75,Kandivali East,1200,lower,Semi Furnished,2.0,1.0
2 BHK Flat,2.5,Kandivali East,1000,middle,Semi Furnished,2.0,0.0
2 BHK Flat,3.1,Santacruz West,774,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.36,Mira Road East,1070,lower,Fully Furnished,2.0,4.0
2 BHK Flat,2.58,Powai,888,middle,Fully Furnished,2.0,1.0
2 BHK Flat,3.17,Santacruz West,843,lower,Unfurnished,2.0,0.0
2 BHK Flat,4.26,Santacruz West,878,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.15,Bhandup West,700,middle,Unfurnished,2.0,0.0
2 BHK Flat,5.65,Bandra West,1550,lower,Fully Furnished,2.0,0.0
2 BHK Flat,3.3,Borivali East,1250,middle,Semi Furnished,2.0,1.0
2 BHK Flat,1.7,Kandivali East,930,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.31,Mira Road East,1000,lower,Semi Furnished,2.0,3.0
2 BHK Flat,3.5,Khar West,900,lower,Fully Furnished,2.0,0.0
2 BHK Flat,3.75,Bandra West,1050,lower,Fully Furnished,2.0,0.0
2 BHK Flat,1.86,Andheri East,735,lower,Unfurnished,2.0,0.0
2 BHK Flat,2.9,Goregaon West,950,middle,Semi Furnished,2.0,1.0
2 BHK Flat,4.25,Parel,1042,higher,Semi Furnished,2.0,1.0
2 BHK Flat,1.82,Wadala East,955,lower,Unfurnished,2.0,0.0
2 BHK Flat,3.05,Wadala East,1192,middle,Semi Furnished,2.0,1.0
2 BHK Flat,1.7,Mulund West,825,lower,Fully Furnished,2.0,0.0
2 BHK Flat,1.93,Wadala East,955,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.87,Wadala East,950,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.9,Bhandup West,770,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.7,Wadala East,955,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.87,Wadala East,795,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.9,Wadala East,955,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.85,Wadala East,955,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.95,Wadala East,955,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.22,Boisar,620,lower,Semi Furnished,3.0,2.0
2 BHK Flat,2.55,Powai,1050,lower,Semi Furnished,2.0,1.0
2 BHK Flat,1.6,Borivali West,700,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.36,Bhandup West,621,middle,Unfurnished,2.0,1.0
2 BHK Flat,5.0,Tardeo,1209,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.72,Borivali West,850,lower,Semi Furnished,2.0,0.0
2 BHK Flat,3.8,Powai,1250,middle,Semi Furnished,2.0,0.0
2 BHK Flat,3.5,Parel,960,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.66,Powai,950,lower,Semi Furnished,2.0,1.0
2 BHK Flat,1.9,Powai,1100,lower,Semi Furnished,2.0,1.0
2 BHK Flat,1.65,Powai,960,lower,Semi Furnished,2.0,1.0
2 BHK Flat,1.9,Powai,780,middle,Unfurnished,2.0,0.0
2 BHK Flat,2.2,Powai,780,middle,Unfurnished,2.0,0.0
2 BHK Flat,2.0,Powai,780,middle,Unfurnished,2.0,0.0
2 BHK Flat,2.4,Lower Parel,650,middle,Fully Furnished,2.0,0.0
2 BHK Flat,2.5,Goregaon West,1050,middle,Fully Furnished,2.0,1.0
2 BHK Flat,0.5,Virar West,850,lower,Semi Furnished,2.0,4.0
2 BHK Flat,1.15,Kurla West,1050,lower,Semi Furnished,2.0,2.0
2 BHK Flat,2.4,Dadar West,565,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.25,Kurla West,900,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.35,Kurla West,900,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.2,Kurla West,1000,lower,Semi Furnished,2.0,2.0
2 BHK Flat,6.5,Bandra West,2000,lower,Fully Furnished,2.0,0.0
2 BHK Flat,0.45,Virar West,950,lower,Semi Furnished,2.0,4.0
2 BHK Flat,1.6,Chembur,780,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.5,Kurla West,1050,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.95,Powai,780,middle,Unfurnished,2.0,0.0
2 BHK Flat,2.25,Andheri West,1100,lower,Fully Furnished,2.0,0.0
2 BHK Flat,1.7,Goregaon West,1130,lower,Unfurnished,2.0,1.0
2 BHK Flat,2.72,Byculla,957,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.0,Bhandup West,900,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.55,Mulund West,780,lower,Unfurnished,2.0,0.0
2 BHK Flat,2.9,Vikhroli East,1250,middle,Semi Furnished,2.0,0.0
2 BHK Flat,2.25,Andheri West,1300,lower,Fully Furnished,2.0,0.0
2 BHK Flat,3.75,Kamathipura,1455,lower,Semi Furnished,2.0,0.0
2 BHK Flat,4.0,Matunga East,700,lower,Semi Furnished,2.0,0.0
2 BHK Flat,3.1,Kandivali East,1080,middle,Fully Furnished,2.0,0.0
2 BHK Flat,2.5,Andheri West,1000,lower,Semi Furnished,2.0,2.0
2 BHK Flat,1.72,Bhandup West,800,middle,Semi Furnished,2.0,0.0
2 BHK Flat,2.05,Bhandup West,900,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.9,Kandivali East,790,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.65,Kandivali East,835,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.9,Kamathipura,1235,higher,Semi Furnished,2.0,1.0
2 BHK Flat,5.25,Colaba,1000,middle,Semi Furnished,2.0,0.0
2 BHK Flat,4.5,Colaba,1000,middle,Semi Furnished,2.0,0.0
2 BHK Flat,0.95,Vikhroli East,575,lower,Semi Furnished,2.0,1.0
2 BHK Flat,1.65,Bhandup West,800,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.2,Bhandup West,600,lower,Semi Furnished,2.0,0.0
2 BHK Flat,12.0,Colaba,2030,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.4,Kandivali East,1250,lower,Semi Furnished,2.0,1.0
2 BHK Flat,1.95,Kandivali East,1120,middle,Unfurnished,2.0,3.0
2 BHK Flat,1.8,Kanjurmarg West,560,middle,Semi Furnished,2.0,0.0
2 BHK Flat,4.85,Prabhadevi,1020,lower,Semi Furnished,2.0,0.0
2 BHK Flat,3.4,Wadala East,800,middle,Unfurnished,2.0,1.0
2 BHK Flat,3.65,Sion,955,middle,Fully Furnished,2.0,1.0
2 BHK Flat,6.5,Colaba,1000,middle,Semi Furnished,2.0,0.0
2 BHK Flat,0.4,Virar West,700,lower,Unfurnished,2.0,3.0
2 BHK Flat,1.49,Malad West,786,middle,Unfurnished,2.0,0.0
2 BHK Flat,3.4,Powai,1250,middle,Semi Furnished,2.0,0.0
2 BHK Flat,2.55,Powai,1300,middle,Semi Furnished,2.0,1.0
2 BHK Flat,1.75,Kanjurmarg West,800,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.55,Kandivali East,800,lower,Unfurnished,2.0,0.0
2 BHK Flat,2.0,Kanjurmarg East,800,middle,Semi Furnished,2.0,0.0
2 BHK Flat,3.05,Borivali East,1150,lower,Fully Furnished,2.0,1.0
2 BHK Flat,2.25,Mulund West,850,middle,Semi Furnished,2.0,1.0
2 BHK Flat,3.0,Mahim,700,lower,Fully Furnished,2.0,0.0
2 BHK Flat,2.25,Kanjurmarg East,920,higher,Semi Furnished,2.0,0.0
2 BHK Flat,2.7,Andheri West,1000,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.49,Virar West,950,lower,Semi Furnished,1.0,4.0
2 BHK Flat,1.7,Mulund East,875,lower,Fully Furnished,2.0,0.0
2 BHK Flat,1.93,Powai,970,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.75,Powai,975,middle,Semi Furnished,2.0,0.0
2 BHK Flat,0.54,Virar West,820,lower,Semi Furnished,1.0,0.0
2 BHK Flat,2.05,Malad East,950,middle,Semi Furnished,2.0,1.0
2 BHK Flat,2.4,Goregaon East,1080,middle,Semi Furnished,2.0,3.0
2 BHK Flat,2.65,Malad East,1050,middle,Semi Furnished,2.0,1.0
2 BHK Flat,2.5,Kandivali East,1325,lower,Fully Furnished,2.0,2.0
2 BHK Flat,1.7,Kandivali West,990,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.5,Borivali East,720,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.1,Mira Road East,1150,lower,Semi Furnished,2.0,3.0
2 BHK Flat,0.36,Naigaon East,950,lower,Semi Furnished,2.0,2.0
2 BHK Flat,1.76,Andheri East,796,lower,Unfurnished,2.0,0.0
2 BHK Flat,0.84,Mira Road East,920,lower,Semi Furnished,2.0,3.0
2 BHK Flat,1.25,Kandivali East,850,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.95,Kandivali East,1010,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.3,Kandivali East,660,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.85,Malad East,950,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.5,Chembur,870,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.7,Andheri East,782,lower,Unfurnished,2.0,0.0
2 BHK Flat,2.15,Chembur,850,lower,Fully Furnished,2.0,0.0
2 BHK Flat,2.75,Powai,950,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.69,Andheri East,724,lower,Unfurnished,2.0,0.0
3 BHK Flat,2.4,Wadala East,820,middle,Unfurnished,3.0,0.0
3 BHK Flat,3.2,Mulund West,1061,middle,Unfurnished,3.0,1.0
3 BHK Flat,6.6,Lower Parel,1092,higher,Unfurnished,3.0,0.0
3 BHK Flat,2.3,Mulund West,859,lower,Unfurnished,3.0,0.0
3 BHK Flat,8.5,Lower Parel,2000,higher,Semi Furnished,3.0,1.0
3 BHK Flat,3.5,Mulund West,1500,middle,Unfurnished,3.0,0.0
3 BHK Flat,2.81,Borivali West,968,middle,Unfurnished,3.0,0.0
3 BHK Flat,5.5,Powai,2000,middle,Semi Furnished,3.0,2.0
3 BHK Flat,2.86,Kanjurmarg West,955,middle,Semi Furnished,3.0,1.0
3 BHK Flat,4.0,Mahim,1200,lower,Fully Furnished,2.0,1.0
3 BHK Flat,3.73,Mulund West,1550,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.85,Borivali East,1050,lower,Semi Furnished,3.0,0.0
3 BHK Flat,12.5,Bandra West,2990,lower,Semi Furnished,3.0,3.0
3 BHK Flat,1.85,Bhandup West,1050,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.28,Powai,1502,middle,Semi Furnished,3.0,1.0
3 BHK Flat,3.8,Chembur,1130,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.0,Borivali West,1600,lower,Fully Furnished,3.0,0.0
3 BHK Flat,3.6,Mulund West,1127,middle,Semi Furnished,3.0,0.0
3 BHK Flat,2.7,Mulund West,1062,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.6,Sion,1560,middle,Semi Furnished,3.0,1.0
3 BHK Flat,2.1,Sakinaka,1500,lower,Unfurnished,3.0,3.0
3 BHK Flat,3.5,Chembur,1670,lower,Unfurnished,3.0,3.0
3 BHK Flat,3.1,Malad West,2000,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.3,Santacruz East,1200,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.1,Wadala,1395,lower,Semi Furnished,3.0,0.0
3 BHK Flat,8.1,Wadala,1655,higher,Semi Furnished,3.0,1.0
3 BHK Flat,3.4,Dadar East,900,lower,Semi Furnished,3.0,0.0
3 BHK Flat,7.7,Bandra East,1850,middle,Semi Furnished,3.0,2.0
3 BHK Flat,3.25,Powai,1300,middle,Unfurnished,3.0,1.0
3 BHK Flat,4.25,Powai,1350,middle,Semi Furnished,3.0,0.0
3 BHK Flat,1.75,Malad West,1150,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.9,Powai,1313,middle,Unfurnished,3.0,1.0
3 BHK Flat,2.15,Kandivali East,1330,middle,Unfurnished,3.0,0.0
3 BHK Flat,5.1,Sion,1550,middle,Semi Furnished,4.0,4.0
3 BHK Flat,2.7,Dahisar West,1250,lower,Semi Furnished,3.0,3.0
3 BHK Flat,2.25,Mira Road East,1320,middle,Semi Furnished,3.0,4.0
3 BHK Flat,3.65,Sion,1076,middle,Semi Furnished,3.0,4.0
3 BHK Flat,2.1,Kandivali West,1000,lower,Semi Furnished,3.0,0.0
3 BHK Flat,1.7,Mira Road East,1350,middle,Semi Furnished,3.0,3.0
3 BHK Flat,2.25,Borivali West,1200,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.75,Dahisar West,1510,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.5,Dahisar West,1200,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.0,Khar West,1000,lower,Fully Furnished,3.0,2.0
3 BHK Flat,2.5,Kurla West,1300,lower,Semi Furnished,3.0,0.0
3 BHK Flat,12.0,Santacruz West,1400,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.86,Mulund East,1300,lower,Semi Furnished,3.0,3.0
3 BHK Flat,3.0,Dahisar West,1360,lower,Fully Furnished,3.0,3.0
3 BHK Flat,2.5,Bhandup West,1150,middle,Semi Furnished,2.0,0.0
3 BHK Flat,6.0,Powai,1470,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.25,Santacruz East,1140,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.0,Bhandup West,773,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.8,Bhandup West,1000,middle,Fully Furnished,3.0,2.0
3 BHK Flat,10.33,Lower Parel,2065,higher,Fully Furnished,3.0,3.0
3 BHK Flat,3.12,Wadala,1100,middle,Semi Furnished,3.0,0.0
3 BHK Flat,2.5,Chembur,864,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.75,Chembur,1205,lower,Fully Furnished,3.0,0.0
3 BHK Flat,4.75,Lower Parel,1500,higher,Semi Furnished,3.0,1.0
3 BHK Flat,8.5,Lower Parel,1950,higher,Semi Furnished,3.0,0.0
3 BHK Flat,4.5,Borivali West,1150,lower,Fully Furnished,3.0,1.0
3 BHK Flat,5.0,Santacruz West,1525,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.4,Kandivali West,1100,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.5,Kandivali West,1400,middle,Unfurnished,3.0,0.0
3 BHK Flat,5.3,Parel,1260,middle,Unfurnished,3.0,0.0
3 BHK Flat,0.85,Virar West,1265,lower,Unfurnished,3.0,3.0
3 BHK Flat,1.67,Mira Road East,1450,lower,Fully Furnished,3.0,3.0
3 BHK Flat,8.99,Cumballa Hill,1900,lower,Fully Furnished,4.0,0.0
3 BHK Flat,9.0,Santacruz West,1740,lower,Semi Furnished,3.0,0.0
3 BHK Flat,9.0,Parel,1750,higher,Fully Furnished,3.0,1.0
3 BHK Flat,5.75,Bandra West,1200,lower,Fully Furnished,3.0,0.0
3 BHK Flat,3.5,Andheri East,1250,lower,Fully Furnished,3.0,1.0
3 BHK Flat,3.3,Powai,1450,lower,Unfurnished,3.0,1.0
3 BHK Flat,3.3,Powai,1502,middle,Semi Furnished,3.0,1.0
3 BHK Flat,5.2,Borivali East,1250,higher,Unfurnished,3.0,0.0
3 BHK Flat,1.7,Kandivali West,774,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.95,Chembur,1450,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.96,Chembur,1459,lower,Unfurnished,3.0,1.0
3 BHK Flat,4.6,Andheri West,1295,middle,Unfurnished,3.0,1.0
3 BHK Flat,4.7,Borivali East,1590,higher,Semi Furnished,3.0,1.0
3 BHK Flat,7.25,Santacruz West,1800,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.05,Borivali West,1046,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.4,Bhandup West,1300,middle,Unfurnished,3.0,0.0
3 BHK Flat,3.65,Powai,1600,lower,Semi Furnished,3.0,1.0
3 BHK Flat,1.35,Mira Road East,980,lower,Semi Furnished,3.0,3.0
3 BHK Flat,2.09,Mulund West,1100,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.8,Mulund West,1395,middle,Semi Furnished,3.0,1.0
3 BHK Flat,0.56,Virar West,1074,lower,Unfurnished,3.0,1.0
3 BHK Flat,3.9,Kandivali East,1259,higher,Unfurnished,3.0,1.0
3 BHK Flat,3.15,Mulund West,1506,lower,Semi Furnished,3.0,2.0
3 BHK Flat,5.0,Andheri West,1300,middle,Unfurnished,3.0,0.0
3 BHK Flat,2.8,Mulund West,1300,middle,Fully Furnished,3.0,1.0
3 BHK Flat,10.0,Malabar Hill,1320,lower,Unfurnished,3.0,1.0
3 BHK Flat,2.8,Andheri East,1750,lower,Unfurnished,3.0,3.0
3 BHK Flat,2.3,Kandivali West,1350,lower,Unfurnished,3.0,0.0
3 BHK Flat,8.5,Cumballa Hill,1500,lower,Fully Furnished,4.0,0.0
3 BHK Flat,3.09,Malad East,1670,middle,Unfurnished,3.0,0.0
3 BHK Flat,7.0,Santacruz West,1400,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.6,Borivali West,930,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.0,Kandivali West,1500,middle,Semi Furnished,3.0,0.0
3 BHK Flat,1.99,Kandivali West,1000,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.8,Wadala East,1300,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.5,Borivali West,950,lower,Semi Furnished,3.0,1.0
3 BHK Flat,1.75,Mira Road East,1395,lower,Semi Furnished,3.0,2.0
3 BHK Flat,4.98,Lower Parel,1300,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.2,Goregaon East,1700,middle,Fully Furnished,3.0,1.0
3 BHK Flat,2.0,Goregaon East,1868,lower,Semi Furnished,3.0,3.0
3 BHK Flat,0.85,Goregaon East,1100,lower,Unfurnished,3.0,1.0
3 BHK Flat,2.29,Kandivali East,1345,lower,Unfurnished,3.0,3.0
3 BHK Flat,0.86,Goregaon East,1300,lower,Unfurnished,3.0,1.0
3 BHK Flat,0.65,Virar West,1350,lower,Semi Furnished,3.0,4.0
3 BHK Flat,0.95,Goregaon East,1050,lower,Unfurnished,3.0,0.0
3 BHK Flat,5.5,Lower Parel,1800,higher,Fully Furnished,3.0,2.0
3 BHK Flat,5.49,Byculla,1518,higher,Semi Furnished,3.0,1.0
3 BHK Flat,4.25,Mulund West,1386,middle,Unfurnished,3.0,1.0
3 BHK Flat,4.7,Sion,1596,middle,Semi Furnished,3.0,2.0
3 BHK Flat,6.99,Andheri West,1015,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.2,Mulund East,1250,middle,Semi Furnished,3.0,0.0
3 BHK Flat,2.21,Malad West,1100,lower,Semi Furnished,3.0,1.0
3 BHK Flat,0.7,Virar West,1335,lower,Semi Furnished,3.0,3.0
3 BHK Flat,3.35,Chembur,1402,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.45,Powai,1250,middle,Semi Furnished,3.0,1.0
3 BHK Flat,2.65,Mulund West,916,lower,Semi Furnished,3.0,0.0
3 BHK Flat,7.5,Powai,2369,middle,Unfurnished,3.0,1.0
3 BHK Flat,2.47,Mulund West,912,middle,Semi Furnished,3.0,0.0
3 BHK Flat,2.45,Borivali West,1280,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.95,Kandivali East,1350,higher,Unfurnished,3.0,1.0
3 BHK Flat,3.0,Wadala East,1315,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.35,Powai,1451,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.5,Kanjurmarg East,1810,middle,Semi Furnished,3.0,1.0
3 BHK Flat,12.6,Santacruz West,2600,lower,Semi Furnished,3.0,4.0
3 BHK Flat,5.4,Powai,2000,middle,Unfurnished,3.0,1.0
3 BHK Flat,2.81,Powai,1500,lower,Unfurnished,3.0,1.0
3 BHK Flat,3.5,Borivali West,1500,lower,Semi Furnished,3.0,0.0
3 BHK Flat,1.25,Thane West,1250,middle,Unfurnished,3.0,1.0
3 BHK Flat,2.81,Wadala,1395,lower,Semi Furnished,3.0,0.0
3 BHK Flat,5.0,Sion,1800,middle,Unfurnished,3.0,4.0
3 BHK Flat,3.3,Powai,1300,middle,Unfurnished,3.0,1.0
3 BHK Flat,2.5,Malad West,1550,lower,Fully Furnished,3.0,2.0
3 BHK Flat,2.65,Powai,1285,lower,Semi Furnished,3.0,1.0
3 BHK Flat,6.25,Lower Parel,1802,middle,Semi Furnished,3.0,3.0
3 BHK Flat,4.12,Sion,1355,middle,Semi Furnished,3.0,4.0
3 BHK Flat,3.5,Borivali West,2000,lower,Fully Furnished,3.0,0.0
3 BHK Flat,2.5,Goregaon East,827,lower,Fully Furnished,3.0,0.0
3 BHK Flat,2.9,Mulund East,1300,middle,Unfurnished,3.0,2.0
3 BHK Flat,1.95,Kandivali East,1250,lower,Semi Furnished,3.0,0.0
3 BHK Flat,7.75,Bandra West,1400,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.42,Bhandup West,1550,middle,Semi Furnished,3.0,3.0
3 BHK Flat,5.49,Govandi,1602,middle,Semi Furnished,3.0,0.0
3 BHK Flat,2.8,Mulund West,1100,middle,Semi Furnished,3.0,0.0
3 BHK Flat,4.95,Powai,1285,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.2,Santacruz East,1140,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.75,Chembur,1260,lower,Unfurnished,3.0,4.0
3 BHK Flat,2.2,Bhandup West,1068,middle,Unfurnished,3.0,0.0
3 BHK Flat,5.65,Mumbai Central,2062,lower,Fully Furnished,3.0,0.0
3 BHK Flat,3.1,Sion,1700,lower,Fully Furnished,3.0,1.0
3 BHK Flat,4.6,Parel,1750,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.75,Powai,1250,lower,Semi Furnished,3.0,2.0
3 BHK Flat,4.25,Mazgaon,1771,lower,Semi Furnished,3.0,0.0
3 BHK Flat,6.5,Santacruz West,1400,lower,Semi Furnished,3.0,0.0
3 BHK Flat,5.25,Bandra East,1208,lower,Fully Furnished,3.0,0.0
3 BHK Flat,4.2,Powai,1750,middle,Semi Furnished,3.0,3.0
3 BHK Flat,2.49,Chembur,1150,lower,Semi Furnished,3.0,1.0
3 BHK Flat,0.72,Virar West,1075,lower,Unfurnished,3.0,1.0
3 BHK Flat,3.3,Andheri East,1670,lower,Fully Furnished,3.0,0.0
3 BHK Flat,2.15,Kandivali West,1380,middle,Unfurnished,3.0,0.0
3 BHK Flat,3.24,Kandivali West,1852,lower,Fully Furnished,3.0,0.0
3 BHK Flat,7.25,others,1600,higher,Semi Furnished,3.0,0.0
3 BHK Flat,0.95,Goregaon East,1100,lower,Unfurnished,3.0,1.0
3 BHK Flat,6.25,Dadar East,1650,middle,Unfurnished,3.0,2.0
3 BHK Flat,3.85,Mulund East,1550,higher,Semi Furnished,3.0,1.0
3 BHK Flat,12.8,Worli,1800,higher,Semi Furnished,3.0,0.0
3 BHK Flat,5.65,Powai,1470,middle,Semi Furnished,3.0,0.0
3 BHK Flat,4.4,Powai,1550,lower,Semi Furnished,3.0,3.0
3 BHK Flat,2.8,Kanjurmarg East,1428,middle,Semi Furnished,3.0,1.0
3 BHK Flat,5.25,Powai,2000,middle,Unfurnished,3.0,1.0
3 BHK Flat,7.25,Santacruz West,2600,lower,Fully Furnished,3.0,0.0
3 BHK Flat,4.6,Sion,1700,middle,Unfurnished,3.0,4.0
3 BHK Flat,5.6,Powai,1690,middle,Unfurnished,3.0,1.0
3 BHK Flat,8.5,Powai,2200,middle,Semi Furnished,3.0,1.0
3 BHK Flat,1.99,Kandivali East,1255,middle,Semi Furnished,3.0,0.0
3 BHK Flat,5.0,Powai,1500,lower,Semi Furnished,3.0,4.0
3 BHK Flat,6.25,Andheri West,1760,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.75,Bhandup West,1641,middle,Unfurnished,3.0,1.0
3 BHK Flat,2.65,Mulund West,1100,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.3,Bhandup West,1300,middle,Fully Furnished,3.0,3.0
3 BHK Flat,4.5,Santacruz West,1100,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.54,Goregaon West,1350,middle,Unfurnished,3.0,4.0
3 BHK Flat,4.5,Andheri West,1650,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.75,Andheri East,1860,lower,Semi Furnished,3.0,2.0
3 BHK Flat,6.5,Powai,1750,middle,Semi Furnished,3.0,1.0
3 BHK Flat,10.0,Santacruz West,1850,lower,Fully Furnished,3.0,0.0
3 BHK Flat,2.38,Malad West,1280,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.2,Kandivali East,850,lower,Fully Furnished,3.0,0.0
3 BHK Flat,4.2,Powai,1490,middle,Unfurnished,3.0,1.0
3 BHK Flat,7.0,Wadala,2400,higher,Unfurnished,3.0,0.0
3 BHK Flat,10.0,Santacruz West,1443,lower,Semi Furnished,3.0,0.0
3 BHK Flat,1.95,Mira Road East,1350,lower,Semi Furnished,3.0,2.0
3 BHK Flat,2.6,Kandivali East,1330,lower,Semi Furnished,3.0,2.0
3 BHK Flat,5.0,Andheri West,1350,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.55,Kandivali East,2250,middle,Fully Furnished,3.0,3.0
3 BHK Flat,4.0,Powai,1700,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.85,Vikhroli West,1502,middle,Semi Furnished,3.0,1.0
3 BHK Flat,4.5,Borivali East,1356,higher,Unfurnished,3.0,0.0
3 BHK Flat,2.42,Mulund East,1200,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.05,Powai,1500,lower,Unfurnished,3.0,2.0
3 BHK Flat,3.0,Kandivali East,1350,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.01,Mulund West,1715,lower,Semi Furnished,3.0,1.0
3 BHK Flat,0.65,Virar West,1200,lower,Semi Furnished,2.0,2.0
3 BHK Flat,3.3,Powai,1365,middle,Unfurnished,3.0,1.0
3 BHK Flat,4.75,Andheri West,1500,middle,Unfurnished,3.0,0.0
3 BHK Flat,2.5,Dahisar East,1177,middle,Semi Furnished,3.0,0.0
3 BHK Flat,7.0,Bandra West,1320,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.1,Bandra East,1027,middle,Semi Furnished,3.0,2.0
3 BHK Flat,6.5,Santacruz West,1500,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.25,Agripada,1500,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.2,Madh,1680,middle,Unfurnished,3.0,2.0
3 BHK Flat,1.35,Virar West,1850,lower,Semi Furnished,3.0,3.0
3 BHK Flat,1.43,Malad West,1210,lower,Unfurnished,3.0,3.0
3 BHK Flat,4.5,Andheri West,1500,middle,Fully Furnished,3.0,2.0
3 BHK Flat,2.25,Kandivali West,1250,lower,Fully Furnished,3.0,0.0
3 BHK Flat,1.75,Goregaon East,1800,lower,Fully Furnished,3.0,1.0
3 BHK Flat,0.85,Goregaon East,1105,lower,Semi Furnished,3.0,3.0
3 BHK Flat,1.2,Goregaon East,1450,lower,Fully Furnished,3.0,0.0
3 BHK Flat,3.25,Powai,1370,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.15,Borivali West,1050,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.3,Dahisar West,1150,lower,Unfurnished,3.0,0.0
